decisionTree keys: causes,questions
diagnostic_flow length: 1
fastAnswer: Check the thermostat settings.
[2026-03-25T03:04:01.823Z] RENDERING SLUG: ac-not-cooling | schema_version: undefined | page_type: undefined
[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:17:10.737Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:17:26.060Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:27:19.820Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:27:41.524Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:27:43.407Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:54:29.873Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:54:30.117Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:54:30.335Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:57:59.514Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:58:20.618Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:59:18.961Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T21:04:16.398Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[2026-03-25T21:05:28.574Z] RENDERING SLUG: ac-making-noise | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T21:05:54.473Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T21:42:18.424Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:19:22.752Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:19:22.770Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:19:22.786Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:19:23.747Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:19:23.774Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:19:23.790Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:19:24.430Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:19:24.635Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:19:24.654Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:54:09.109Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:54:53.582Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:54:53.592Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:54:53.676Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:54:53.692Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:55:01.734Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:55:12.835Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[2026-03-25T22:55:40.817Z] RENDERING SLUG: ac-weak-airflow | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:55:50.826Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[2026-03-25T22:55:55.542Z] RENDERING SLUG: ac-making-noise | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:55:58.494Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:56:23.508Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:13.288Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:58:13.326Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:13.341Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:13.350Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:13.359Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[2026-03-25T22:58:14.181Z] RENDERING SLUG: ac-making-noise | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[2026-03-25T22:58:15.690Z] RENDERING SLUG: ac-weak-airflow | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:15.712Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

